编号,企业名称,职位描述
15855,珠海市东江环保科技有限公司,"岗位职责/1/、/负责/两/公司/安全/、/消防/、/环保/、/职业/健康/绩效/目标/、/及/相关/管理制度/、/流程/和/管理体系/的/建立/，/并/宣传/、/教育/、/培训/和/执行/。/2/、/负责/两/公司/“/三废/”/的/日常/监督管理/、/监测/工作/，/提出/整改/方案/并/监督/实施/。/3/、/根据/法律法规/要求/对/各类/资质/证照/进行/申请/办理/、/维护/。/4/、/负责/对/生产/、/贮存/、/运输/、/处置/危险废物/经营/活动/的/监控/，/使/之/符合/安全/和/环境保护/有关/的/法律法规/。/5/、/依/政府部门/要求/对外/进行/环境/应急/。/6/、/负责/对/化工/原辅材料/、/产品/及/废水/、/废气/排放/的/质量/跟踪/和/异常/反馈/处理/。/7/、/负责/本/部门/的/团队/建设/和/内部/培训/工作/。/8/、/其他/上级领导/交代/的/相关/任务/。/任职/要求/：/1/、/具备/安全/、/环保/、/化工/的/学历/背景/及/3/年/以上/相关/工作/经验/2/、/精通/Word/、/Excel/,/、/PPT/等/办公/软件/3/、/工作/积极主动/、/耐心/细致/、/应变能力/强/、/责任心/强/、/善于/沟通/持有/安全/主任/资格/或/注册/安全/工程师/职业/资格证书/可/优先"
66118,英科再生资源股份有限公司,【/工作/内容/】/-/负责/公司/网站/的/搜索引擎/优化/（/SEO/）/及/搜索引擎/营销/（/SEM/）/工作/，/提升/网站/流量/与/转化率/；/-/分析/关键词/排名/、/流量/数据/及/用户/行为/，/制定/并/执行/优化/策略/；/-/与/运营/团队/协作/，/优化/页面/内容/及/用户/体验/，/提高/搜索引擎/排名/；/-/监测/竞争对手/动态/，/及时/调整/优化/方案/，/保持/竞争/优势/。/【/任职/要求/】/-/对/SEO/和/SEM/有/基本/了解/，/具备/学习/能力/-/具备/良好/的/数据分析/能力/，/能/熟练/使用/Google/Analytics/等/工具/；/-/工作/认真负责/，/具备/较强/的/责任心/和/团队/合作/精神/；/-/有/较/强/的/学习/能力/和/适应能力/，/能够/快速/掌握/相关/技能/。
37694,广东中耀环境科技有限公司,岗位职责/：/一/、/团队/统筹/与/流程/把/控/1/、/牵头/财务/团队/日常/工作/分配/与/效率/管理/，/优化/原料/盘点/、/成本核算/等/核心/流程/，/确保/财务数据/全/链路/准确/。/2/、/对接/采购/、/生产/、/运输/等/部门/，/协调/解决/数据/核对/（/如/入库/、/含量/、/运费/）/中/的/跨部门/问题/，/保障/财务/记录/与/业务/实际/一致/。/二/、/核心/财务/工作/执行/1/、/负责/月度///年度/结账/对账/，/主导/成本/报表/、/研发/支出/报表/（/含/成本/分摊/、/领/用/核算/）/的/编制/与/分析/，/为/业务/决策/提供数据/支持/。/2/、/管理/银行/账户/收支/、/应付账款/付款/、/发票/录入/等/基础/工作/，/监控/现金流/健康/度/，/规避/资金/风险/。/3/、/精准/处理/暂估/数据/核算/，/牵头/月度/资产///原料/盘点/，/确保/账实/相符/，/及时/排查/并/解决/数据/差异/。/三/、/其他/事项/1/、/完成/上级/交办/的/临时性/财务/任务/，/协助/完善/公司/财务管理/制度/。/任职/要求/：/1/、/本科/及/以上学历/，/财务管理/、/会计学/等/相关/专业/，/持/中级/会计师/职称者/优先/。/2/、/3/年/以上/企业财务/工作/经验/，/有/团队/管理/或/主管/岗/经验者/优先/，/熟悉/制造业///实体/企业财务/全/流程/（/如/成本核算/、/研发/费用/处理/）/。/3/、/熟练/使用/金蝶/、/用友/等/财务软件/及/Excel/（/数据/透视/表/、/函数/）/等/办公/工具/，/具备/较强/的/数据分析/能力/，/能/从/数据/中/发现/问题/并/提出/优化/建议/。/4/、/工作/严谨/细致/，/责任心/强/，/能/承受/一定/的/工作/压力/；/数据/由马/克/数/据/整理
89350,柏诚系统科技股份有限公司,工作/职责/1/、/负责/投标/文件/的/编制/、/整体/投标/文件/的/排版/、/打印/、/复印/、/装订/等/工作/，/并/按规定/如期完成/标书/制作/;/2/、/负责/与/项目/负责人/、/公司/相关/部门/积极/协调/投标/文件/编制/过程/中/的/问题/，/确保/投标/文件/按时/投递/;/3/、/精通/办公/软件/，/能/较/专业/地/制作/文件/、/进行/办公/软件/的/编辑/排版/;/4/、/执行力/强/，/逻辑/清晰/；/同时/有/较/强/的/学习/能力/;/5/、/有/较/好/的/沟通/和/表达能力/、/以及/文字/功底/;/6/、/完成/上级领导/交办/的/其他/事务/。/任职/资格/1/、/统招/大专/及/以上学历/，/3/年/以上/工作/经验/;/2/、/熟悉/投标/相关/事务/，/标书/文件/排版/打印/等/相关/流程/;/3/、/有/工程施工/行业/相关/经验/。/（/更/多/数据/，/详见/马克/数据网/）
74129,中国电子系统工程第三建设有限公司,岗位职责/1/、/利用/BIM模型/优化/施工/方案/，/完善/三维/模型/，/并/在/各/施工/阶段/及时/为/各/部门/提供/BIM模型/方案/；/2/、/负责/对外/数据/接收/或/交付/，/配合/业主/及/其他/相关/合作方/检验/，/并/完成/数据/和/文件/的/接收/或/交付/；/3/、/运用/BIM技术/展开/各/专业/深化/设计/，/进行/碰撞检测/并/充分/沟通/、/解决/、/记录/；/4/、/协调/各/专业/BIM工程师/人员/进行/各/专业/BIM模型/的/搭建/、/建筑/分析/、/二维/出图/等/工作/；/5/、/配合/项目部/对/图纸/深化/、/出图/、/报审/、/评审/、/设计/交底/等/日常/工作/；/6/、/审核/项目部/各/BIM专业/工程师/成果/文件/，/并/行程/记录/交由/BIM主管/整理/存档/；/7/、/配合/项目部/进行/施工现场/质安/、/进度/协调/管理/。/任职/资格/1/、/本科/及/以上学历/，/暖通/、/电气/、/给排水/等/专业/；/2/、/三年/以上/BIM工程师/岗位/经验/；/3/、/1/年/以上/施工现场/工作/经验/；/4/、/能够/接受/全国/项目/出差/驻场/职位/福利/：/五险/一金/、/绩效奖金/、/交通/补助/、/餐补/、/带薪/年/假/、/定期/体检/、/节日/福利
58190,圣晖系统集成集团股份有限公司,岗位职责/：/1/./负责/二次/配/工程/设计规划/及/二次/配/实施/协调/管理工作/；/2/./负责/二次/配/工程/的/发包/及/招标/文件/制定/和/清单/编制/；/3/./参与/审定/二次/配/的/方案/设计图/和/施工图/；/4/./负责/二次/配/施工/管理/和/现场/监工/；/5/./负责/二次/配/施工/规范/、/操作规程/、/应急/流程/等/的/工程/管理文件/的/编制/，/更新/与/落实/；/6/./参与/二次/配/工程质量/进度/、/安全/、/施工/、/验收/评估/和/实施/管理/;/7/./负责/二次/配/相关/异常/处理/工作/，/确保/设备/生产/需求/。/任职/资格/：/1/./统招/本科/，/机电/、/电气/等/相关/专业/。/2/./5/年/以上/精密/制造业/的/二次/配/工作/经验/，/有/电子/制造业/工厂/二次/配/相关/统筹/协调/、/规划/、/建设/经验/优先/；/3/./熟悉/二次/配/和/工程/的/设计规范/、/施工/规范/、/验收/标准/等/；/4/./熟悉/二次/配/工作/的/相关/流程/及/操作/，/了解/二次/配/现场/施工/的/应急/处理/流程/；/5/./具有/良好/的/沟通/和/协调/问题/能力/。
36614,武汉华康世纪洁净科技股份有限公司,工作/职责/:/1/、/负责/相关/各/项目/水/、/电/、/气/、/中央空调/、/热泵/机组/、/净化/机组/、/加湿器/、/除湿机/等/设备/设施/的/检查/维护/保养/工作/；/2/、/负责/相关/项目/电控/系统/配套/设施/的/维修/计划/执行/；/3/、/负责/相关/项目/灯饰/、/照明/、/门禁/、/监控/、/广播/、/网络系统/检查/维护/和/维修/；/4/、/负责/相关/项目/水/、/电设备/设施/的/故障/维修/5/、/负责/检查/、/运行/、/维修/、/配件/更换/记录/的/填写/6/、/保证/相关/医疗/设备/（/无影灯/、/吊塔/）/、/设施/的/正常/使用/；/7/、/负责/个人/分管/设施/设备/的/巡视/和/保养/维护/；/8/、/检查/（/验收/）/设备/的/运行/情况/，/及时处理/客户/报修/；/9/、/完成/上级领导/交办/的/其他/工作/。/任职/资格/:/1/、/3/年/以上/相关/经验/优先/，/有/电工证/，/制冷/证/；/2/、/懂强/电/，/从事/水电/安装/，/控制柜/装配/、/制冷/空调/、/自控/系统维护/等/工作/；/3/、/思维/敏捷/、/善于/沟通/，/动手/能力/强/、/能/适应/区域/范围/内/经常性/出差/；/4/、/具有/良好/的/服务/意识/和/工作/责任心/，/能/经常/联系/客户/，/了解/运作/问题/；
708,长江云通信息科技发展有限公司,（/一/）/岗位职责/：/1/、/主持/采购部/的/全面/工作/。/2/、/根据/项目/开展/计划/和/施工/计划/制订/采购计划/，/并/督导/实施/。/3/、/制定/本/部门/的/物资/管理/相关/制度/，/使/之/规范化/。/4/、/做好/采购/的/预测/工作/，/根据/资金/运作/情况/，/材料/库存/情况/，/合理/进行/预先/采购/。/5/、/定期/组织/员工/进行/采购/业务知识/的/学习/，/精通/采购/业务/和/技巧/，/培养/采购/人员/廉洁奉公/的/情操/。/6/、/带头/遵守/采购/制度/，/杜绝/不良行为/的/产生/。/7/、/控制/好/物资/批量/进购/，/避开/由于/市场/不/稳定/所/带来/的/风险/。/8/、/监控/项目/物流/的/状况/，/控制/不合理/的/物资/采购/和/消费/。/9/、/进行/采购/支付/的/规范/指导/和/审批/工作/，/协助/财务/进行/工程/的/审核/及/成本/的/控制/。/10/、/完成/上级/交办/的/其他/任务/。/任职/资格/：/1/、/本科/及/以上学历/，/5/年/以上/采购/相关/工作/经验/，/有/团队/管理/经验/；/2/、/拥有/丰富/的/成本/控制/、/采购/管理/、/质量/管理/等/方面/的/经验/；/3/、/有/优秀/的/统筹/能力/和/风险/预判/能力/，/能够/利用/数据/进行/分析/，/并/据此/制定/相关/的/策略/与/规划/；/4/、/有/责任心/，/良好/的/沟通/协调/力/、/谈判/和/领导/能力/，/有/开放/的/心态/和/创新/意识/，/心态/好/，/能够/承受/工作/的/压力/；
7524,苏州金螳螂建筑装饰股份有限公司,岗位/要求/：/1/./本科学历/，/工程/或/设计/相关/专业/优先/2/./英语/听说读写/熟练/，/可/日常/交流/和/工作/3/./有/一定/的/沟通/协调/能力/和/抗/压力/4/./能/接受/海外/出差/工作/内容/：/1/./负责/项目/现场/相关/文件/资料/等/翻译/，/及/过程/中/双语/沟通/。/2/./完成/上级/交付/的/其它/工作/任务/。
91796,青岛中建联合集团有限公司,该/岗位/base/地为/重庆/，/请/注意/岗位职责/：/1/、/负责/土建/项目/的/预/、/结算/编审/工作/机/工程造价/控制/；/2/、/负责/工程/签证/及/工程量/的/实测/，/实量/审核/工作/；/3/、/参与/项目/投标/活动/合同条款/审核/工作/；/4/、/参与/工程施工/、/材料/、/设备/的/询价/、/招标/工作/。/任职/资格/：/1/、/3/年/以上/土建/预算/工作/经验/，/责任心/强/，/有/敬业精神/，/吃苦耐劳/；/2/、/具备/相关/工程造价/、/预算/相关/知识/和/能力/；/3/、/熟知/相关/工程/政策/、/法规/、/技术/、/材料价格/及/市场动态/；/4/、/积极/完成/领导/安排/的/其他/工作/；/5/、/熟练掌握/应用/相关/专业/软件/；/6/、/为人正直/诚信/，/具备/优秀/的/职业道德/。
6953,深圳市宝鹰建设集团股份有限公司,融资/主管/岗位职责/1/、/全面/负责/公司/对外/融资/工作/，/开拓/并/维护/银行/、/信托/、/证券/等/多元化/金融机构/合作/渠道/；/2/、/独立/开展/融资/谈判/，/设计/匹配/公司/战略/的/融资/方案/，/优化/融资/成本/与/结构/；/3/、/统筹/推进/融资/项目/落地/，/包括/资料/准备/、/合规/审核/、/放款/跟进/及/贷后/管理/；/4/、/配合/完成/公司/内部/资金/管理/与/分析/，/协助/优化/财务/资源配置/；/5/、/承担/部分/内部/综合/管理工作/，/参与/制度/起草/、/报告/撰写/等/综合性/事务/。/任职/要求/1/、/公办/全日制/本科/及/以上学历/，/经济/、/金融/、/财务/等/相关/专业/优先/；/2/、/具备/3/年/以上/金融机构/信贷业务/经验/，/或/企业/融资/岗位/工作/经验/，/熟悉/建筑/、/工程类/行业/融资/模式者/优先/；/3/、/掌握/扎实/的/金融/知识/与/合规/流程/，/能/独立/完成/融资/方案设计/与/谈判/；/4/、/具备/较强/的/公文/写作/与/报告/撰写/能力/，/逻辑/清晰/、/表达/严谨/；/5/、/性格/沉稳/，/沟通/协调/能力/强/，/具备/良好/的/职业/素养/与/团队/协作/精神/。
8555,海控南海发展股份有限公司,岗位职责/：/1/./参与/制定/及/实施/公司/中长期/数字化/建设/规划/与/年度/工作/计划/，/确保/与/公司/整体/发展/战略/相匹配/，/引入/适配/企业/的/新/技术/新/工具/，/推动/AI技术/在/企业/内部/的/规模化/应用/；/深入/调研/各/部门/及/子公司/业务/需求/，/统筹/设计/兼顾/集团/标准/与/业务/个性/的/数字化/总体/架构/，/形成/落地/路线图/2/./负责/数字化/项目/的/全/生命周期/端到/端/管理/，/确保/项目/目标/与/业务/价值/实现/；/负责/高效/对接/管理/数字化/及/AI技术/供应商/与/实施/伙伴/，/确保/交付/物/符合/预期/目标/，/驱动/供应商/为/公司/创造/*/*/*/价值/3/./构建/公司/数据管理/体系/，/推动/数据共享/、/标准化/与/质量/提升/，/完善/数据/治理/机制/。/负责/公司/AI技术/方案/规划/与/落地/；/建立/数据/标准/与/管理/规范/，/挖掘/数据/资产/价值/，/为/管理决策/提供/可视化/分析/与/AI支持/；/负责/数字化/赋能/，/组织/内部/培训/与/宣贯/，/提升/全员/数字化/素养/，/有效/推动/新/系统/和/优化/流程/顺利/落地/4/./负责/公司/信息系统/的/日常/运维/、/监控/与/性能/优化/，/解决/系统/运行/故障/，/确保/各/系统/稳定/、/安全/、/高效/运行/；/负责/公司/IT资产/全/生命周期/管理/，/制定/并/落实/相关/管理制度/，/确保/资产/账实/相符/、/使用/合规/、/处置/规范/；/构建/公司/信息安全/体系/，/制定/安全策略/与/管理/规范/，/组织/风险/评估/、/应急/演练/及/安全/培训/，/全面/防范/信息安全/风险/5/./作为/衔接/集团/总部/与/公司/信息化/的/核心/枢纽/，/承接/集团/信息化/战略/的/有效/落地/，/并/基于/公司/的/需求/争取/个性化/支持/；/负责/整合/与/协调/公司/上下级/单位/及/外部/合作伙伴/等/内外部/关键/资源/，/构建/高效/协同/机制/，/为/数字化/建设/提供/坚实/支撑/任职/要求/：/1/./本科/及/以上学历/，/计算机科学/与/技术/、/信息管理/、/软件工程/、/人工智能/等/相关/专业/优先/2/./5/年/及/以上/企业/数字化/建设/、/IT管理/或/相关/领域/工作/经验/，/具有/深度/参与/信息化/体系/规划/与/建设/的/成功经验/，/具有/国企/或/上市公司/、/AI服务/厂商/工作/经验者/优先/3/./掌握/AI产品/的/部署/模式/，/能/独立/完成/AI能力/和/公司/现有/系统/的/对接/，/具有/较强/的/组织/沟通/协调/能力/，/能/有效/驱动/内外部/资源/，/推动/复杂/项目/落地
