编号,企业名称,职位描述
89408,重庆蔡同水务有限公司,一/、/岗位职责/1/./负责/公司/供区/供水/规划/，/主导/新建/、/改造/给排水/工程项目/的/给水/技术方/案/审核/，/结合/蔡家/、/水土/片区/地形/及/高低/低区/等/供水/工况/，/把/控/方案/科学性/、/落地性/与/经济性/；/2/./统筹/供区/高低压/供区/技术/管理/，/优化/分压/供水/体系/，/解决/片区/地形/高差/大/、/工业///居民/混合/供水/的/技术难题/，/保障/供水系统/稳定/高效/运行/；/3/./制定/公司/供水/安装/设备/、/材料/选型/标准化/体系/，/统一/水泵/、/管网/管件/、/变频/控制/等/设备/材料/的/技术标准/，/适配/水厂/生产/及/工程建设/需求/；/4/./牵头/供水/安装/及/给水/工程/方案/审查/管理/，/全面/审核/供水/安装/施工/方案/、/给水/工程/专项/方案/，/核查/施工工艺/、/技术参数/、/安全措施/的/合理性/，/监督/方案/落地/执行/，/确保/工程施工/符合/设计/及/规范/要求/；/5/./开展/各类/供水/工程项目/技术/方案/审查/，/从/给排水/专业/角度/审核/施工图/纸/、/施工/方案/，/提出/优化/建议/，/规避/技术/风险/；/6/./负责/项目/施工/完成/后/竣工/图/与/规划/方案/的/对标/核对/，/核查/工程施工/与/设/计/方案/的/一致性/，/审核/竣工/资料/，/把/控/工程验收/技术/关/；/7/./跟踪/行业/给排水/技术/发展趋势/，/引入/先进/的/供水/工艺/、/设备/及/技术/，/推/动/公司/供水系统/技术升级/与/节能/优化/；/8/./参与/供水/工程项目/现场/技术/指导/，/解决/施工/过程/中/的/给排水/专业/技术/难/题/，/保障/工程施工/质量/。/二/、/任职/核心/要求/1/./专业/与/学历/：/给排水/科学/与/工程///给水/排水工程/相关/专业/，/统招/本科/及/以上学历/；/2/./职称/要求/：/持有/给排水/专业/中级/及/以上/技术职称/；/3/./年龄/要求/：/45/周岁/及/以内/（/含/45/周岁/）/；/4/./工作/经验/：/具备/自来水/公司///水务/行业/给排水/相关/工作/经验/优先/，/有供/水/工程规划/、/方案/审核/、/供区/技术/管理/、/供水/安装/工程/管理/经验者/优先/；/或/设计院/给水/专业/技术/负责/，/承担/过/不/低于/3/个/以上/自来水厂/设计/及/技术/指导/经验/也/可/。/5/./专业/能力/（/1/）/精通/城市/给排水/工程/设计规范/、/供水/工艺技术/，/能/独立/审核/新建///改造/供水/工程项目/技术/方案/、/施工/图纸/，/擅长/供水/安装/及/给水/工程/全/流程/方案/审查/与/管理/；/（/2/）/熟悉/供水/高低压/分压/供水/体系/管理/，/深入/了解/水厂/水泵/、/管网/、/变频/控制/等/核心/设备/的/技术参数/、/选型/标准/及/安装/工艺/要求/；/（/3/）/具备/供区/供水/规划/能力/，/能/结合/片区/地形/、/用水/需求/优化/供水/布局/，/解决/供水/工程/及/安装/施工/中/的/各类/专业/技术/问题/；/（/4/）/能/独立/完成/竣工/图/与/规划/方案/的/对标/核对/工作/，/具备/工程/竣工/资料/审核/、/技术/验收/的/专业/能力/；/（/5/）/掌握/供水/安装/工程施工/规范/，/能/有效/监督/施工/方案/执行/，/把/控/施工工艺/与/工程质量/；/6/./其他/要求/：/工作/严谨/细致/、/责任心/强/，/具备/良好/的/技术/统筹/、/沟通/协调/及/方案/落地/管理/能力/，/能/高效/推进/技术/方案/审核/、/现场/技术/指导/及/安装/工程/管控/工作/。
21904,广东顺控发展股份有限公司,（/一/）/岗位职责/1/./负责/公司/法律/风险/防范/、/合规/管理体系/建设/；/2/./参与/重大/合同/、/项目/的/论证/、/谈判/等/工作/，/负责/起草/、/审核/、/修订/、/完善/公司/各类/重要/法律文书/及/重大/经济合同/；/3/./制定/合同/管理制度/，/明确/合同/评审/流程/；/4/./建立/合同/法律/评审/电子/台/帐/，/对/合同/履行/情况/进行/动态/风险/排查/，/对于/存在/重大/风险/的/合同/建立/重大/风险/合同/监控/合帐/，/给予/重点/监控/，/按照/公司/授权/管理/的/规定/对/授权书/进行/审核/；/5/./对/业务部门/合同/档案/归档/情况/进行/检查/、/指导/；/6/./代表/公司/处理/各类/重大/诉讼/或/非诉讼/法律事务/，/参与/解决/公司/重大/经济纠纷/；/7/./负责/为/公司/的/重大/投资/合作项目/、/重大/经营/决策/提供/法律/服务/，/做好/项目/合作/投资/、/决策/的/法律/论证/；/8/./负责/处理/本/单位/在/生产/经营/、/管理/过程/中/涉及/的/其他/非诉/法律事务/；/9/./完成/上级领导/交办/的/其他/工作/。/（/二/）/岗位/要求/1/./学历/：/硕士/研究生/以上学历/；/2/./专业/：/经济类/、/金融类/、/财会类/、/法学类/等/相关/专业/；/3/./工作/经验/：/具有/3/年/及/以上/法务/相关/工作/经验/；/4/./年龄/：/35/周岁/以下/；/5/./职称/或/职业资格/要求/：/须持/法律/职业/资格证书/；/若有/经济类/、/财会类/相关/初级职称/或/证券/相关/从业/资格证书者/优先/考虑/。/6/./其他/要求/（/1/）/工作/认真/、/负责/，/具有/较强/的/职业道德/素养/和/团队/合作/能力/。/（/2/）/熟悉/法律事务/理论/与/实践/知识/；/熟悉/《/民法典/》/《/公司法/》/《/劳动法/》/等/相关/法律法规/，/政策/条例/，/有/法务/纠纷/处理/或/诉讼/经验/。/具备/较强/的/沟通/、/协调/和/组织/能力/，/良好/的/文字/功底/，/优秀/的/逻辑思维/能力/和/处事/能力/。/能/熟练/运用/office/等/办公/软件/。/（/3/）/具有/国有企业/或/上市公司/法务/工作/经验者/优先/考虑/。
85760,普定首创水务有限公司,一/、/招聘/要求/：/1/./严格/按/SOP执行/原水/预处理/、/反渗透/、/EDI/、/杀菌/消毒/等/全/流程/制水/操作/，/确保/产水/符合/DB19298标准/。/2/./按计划/完成/系统/清洗/、/消毒/、/膜/元件/维护/等/工作/，/防止/微生物/污染/。/3/./负责制/水/系统/主机/及/附属/设备/（/泵/、/阀/、/过滤器/、/仪表/等/）/的/日常/巡检/、/启停/与/参数/调节/，/确保/设备/稳定/运行/。/4/./执行/设备/预防性/维护/计划/，/完成/清洁/、/润滑/、/紧固/等/工作/；/发现/故障/及时/报修/并/配合/维修/人员/处理/。/5/./管理制/水/车间/工/器具/与/耗材/，/做好/领/用/、/存放/与/消耗/记录/。/6/./严格执行/交接班/制度/，/提前/到/岗/，/交接/清楚/生产/状态/、/设备/情况/、/水质/数据/、/遗留问题/及/上级指示/，/签字/确认/。/7/./遵守/安全/生产/规章制度/，/正确/使用/劳保用品/，/防范/触电/、/机械/伤害/、/化学品/泄漏/等/安全/风险/。/8/./负责制/水/车间/环境卫生/，/保持/设备/、/地面/、/管道/清洁/，/防止/交叉/污染/；/按规定/处理/生产/废弃物/./9/./参与/安全/培训/与/应急/演练/，/熟练掌握/停水/、/停电/、/水质/污染/等/突发事件/的/应急/处置/流程/。/10/./积极/学习/制水/工艺/与/设备/知识/，/参与/岗位培训/，/提升/操作技能/。/11/./提出/工艺/优化/、/设备/改进/、/节能降耗/等/合理化/建议/，/协助/推进/车间/管理/提升/。/12/./完成/上级/交办/的/其他/工作/任务/。/13/./年龄/:/30/-/50/周岁/之间/。/二/、/福利待遇/1/./公司/为/员工/提供/早餐/、/中餐/。/2/./劳务/公司/缴纳/社保/，/劳务/公司/可/代缴/公积金/。/原/标题/：/《/制/水工/》
59858,荆州申联环境科技有限公司,（/1/）/岗位职责/①/按/工艺/标准/与/操作规程/，/监测/污水处理/各/环节/运行/参数/，/保障/处理/效果/达标/。/②/负责/工艺设备/日常/巡检/、/基础/维护/，/发现异常/及时/报修/并/跟进/处理/。/③/收集/、/记录/生产/数据/，/分析/工艺/运行状况/，/提出/优化/调整/建议/。/④/协助/编制/工艺技术/文件/、/操作规程/，/参与/新/设备/调试/与/工艺/改进/。/⑤/配合/完成/环保/台账/、/报表/填报/及/上级部门/检查/工作/。/（/2/）/任职/要求/①/本科/及/以上学历/，/环境工程/、/给排水/、/化学工程/等/相关/专业/。/②/熟悉/污水处理/工艺流程/与/设备/原理/，/有/3/年/及/以上/相关/工作/经验/优先/。/③/具备/基础/数据处理/与/分析/能力/，/能/熟练/操作/办公/软件/。/④/责任心/强/，/适应/倒班/，/具备/良好/的/沟通/及/问题/解决/能力/。
59860,咸宁联合水务有限公司,1/）/贯彻执行/公司/各项/规章制度/；/2/）/负责/加强/水质/管理/，/根据/水质/变化/及时/作出/应对/，/确保/出厂/水/水质/达标/；/3/）/根据/公司/年度/生产指标/，/制定/部门/年度/、/月度/生产/计划/，/并/组织/员工/达成/工作/目标/；/4/）/对/生产/工艺流程/的/改进/提出/建议/，/指导/、/监督/部门/员工/严格执行/制水/工艺流程/和/相关/规程/；/5/）/贯彻落实/质量/管理体系/，/确保/水厂/各/班组/人员/职责/、/权限/规范化/；/6/）/负责/组织/生产/现场/管理工作/，/做好/劳动防护/管理/措施/和/计划/；/7/）/负责/设备/（/含/公司/的/增压/站/）/巡检/计划编制/及/组织/实施/，/定期维护/保养/生产/设备/，/保证/设备/运行/正常/；/8/）/负责/抓好/生产/安全/教育/，/组织/开展/应急/预案/演练/，/加强/安全/生产/的/控制/与/实施/，/确保安全/生产/；/9/）/协助/组织/生产/事故/、/制水/过程/中/的/水质/问题/进行/调查/；/10/）/负责/建立健全/水厂/各类/生产/原始记录/、/台账/、/统计/核算/报表/；/11/）/负责/控制/电耗/、/药耗/，/做好/相关/统计分析/；/12/）/负责/部门/人员/日常/管理/和/业务/技能/培训/，/提升/员工/工作/能力/；/13/）/负责/部门/员工/的/绩效/管理/，/对/员工/的/工作/进行/考核/；
35238,超捷紧固系统（上海）股份有限公司,【/工作/内容/】/-/协助/品质/总监/完成/日常/质量/管理工作/，/确保/产品/符合/公司/及/行业标准/；/-/跟进/生产/过程/中/的/质量/控制/，/参与/质量/问题/的/分析/与/改进/；/-/协调/跨部门/沟通/，/推动/质量/问题/的/及时/解决/与/预防/；/-/编制/和/维护/质量/相关/文件/及/报告/，/支持/质量体系/的/持续/优化/。/【/任职/要求/】/-/大专/及/以上学历/，/质量/管理/、/汽车/零部件/、/机器人/零部件/等/相关/专业/优先/；/-/5/年/及/以上/品质/管理/或/相关/岗位/工作/经验/，/具备/较强/的/质量/意识/；/-/熟悉/ISO9001/等/质量/管理体系/，/具备/良好/的/数据分析/和/问题/解决/能力/；/-/具备/良好/的/沟通/协调/能力/和/责任心/，/能/适应/一定/的/工作/压力/。/此/岗位/需要/经常/无锡/分公司/短期/出差/。
49665,上海中国弹簧制造有限公司,任职/资格/：/1/机械制造/及/相关/工程/专业本科/及/以上学历/；/2/两年/以上/相关/工作/经历/，/3/掌握/办公自动化/操作/、/具有/网络/、/CAD基础知识/；/具备/新/产品开发/的/先期/策划/知识/，/推广/运用/新/制造/工艺/，/掌握/质量/功能/展开/能力/（/QFD/）/、/D/-/FMEA/、/P/-/FMEA/、/试验/设计/（/DOE/）/、/CAD/（/AutoCAD/、/UG/）/、/CAM/、/CAE/（/Ansys/）/以及/数值/分析/等/技术/4/具有/较强/的/英语/听说读写/能力/，/借助/词典/翻译/图纸/和/技术/资料/；/5/能/熟练地/用/英语/进行/技术/交流/；/6/具有/良好/的/团队/合作/精神/，/善于/学习/，/勇于创新/。/岗位职责/：/1/能够/进行/持续/开发/和/维护/用于/相关/产品/的/设计/软件/和/分解/分析/能力/。/2/能够/根据/需求/计划/进行/技术/分析/、/技术/和/研究/并/得出结论/。/3/能够/推进/工程/、/原理/和/体系/知识/的/共享/和/交流/。/4/能够/根据/APQP体系/和/指定/的/进度/和/成本/要求/计划/并/管理/项目/，/包括/正式/交样/前/的/内部/首次/PPAP评审/。/5/确保/设计/和/分析/软件/能够/有效/使用/。/6/确保/各个/项目/和/分析/的/信息/能够/得到/有效/的/组织/和/传递/，/通过/例会/与/其他/部门/保持联系/并/向/管理层/汇报/进展/。/7/能够/作为/APQP进程/的/一部分/积极/领导/和/参与/多方/小组/。/8/能够/积极/参加/8D质量/问题/解决/小组/。/9/能够/代表/RDC/和/客户/进行/需要/的/联系/。/10/确保/商务/、/质量/、/生产/和/设备/部门/在/产品/工程/上/得到/有效/的/支持/。/11/利用/工程技术/方法/、/知识/基础/和/APQP体系/积极/策划/、/领导/并/参与/持续/改进/。
87077,合肥江淮汽车制管有限公司,【/岗位职责/】/1/、/主导/空调管/路/（/同轴/管等/）/生产线/搭建/及/工艺/开发/，/负责/热/管理/管路/新/产品开发/、/试制/、/量产/导入/全/流程/工作/。/2/、/开展/产品/加工/工艺/分析/、/编制/、/验证/与/优化/，/保证/工艺/文件/正确/、/完整/、/可/落地/。/3/、/深入/生产/现场/，/进行/工艺/巡视/、/现场/服务/与/技术支持/，/处理/生产/过程/各类/技术/问题/。/4/、/指导/车间/模具/调整/、/设备/使用/与/规范/操作/，/编制/细化/到/每/道工序/的/作业/指导/卡/。/5/、/对/生产/人员/进行/工艺/培训/与/指导/，/推动/工艺/落地/执行/。/6/、/参与/内部/工艺/纪律检查/，/负责/工艺/执行/情况/的/监控/、/督查/与/整改/。/7/、/与/客户/进行/技术/交流/、/需求/对接/、/问题/整改/及/技术/方案/汇报/，/维护/良好/客户/技术/关系/。/【/任职/要求/】/1/、/本科/及/以上学历/，/机械/、/材料/、/汽车/零部件/、/制冷/与/空调/、/液压/与/气动/等/相关/专业/。/2/、/具备/汽车/热/管理/、/空调管/路/相关/工艺/开发/经验/。/3/、/熟悉/空调管/路/成型/、/焊接/、/装配/、/检测/等/加工/工艺/及产线/布局/。/4/、/能/独立/主导/新/产品/从/开发/、/试制/到/量产/的/全过程/工艺/工作/。/5/、/熟悉/工艺/文件/编制/：/PFMEA/、/控制/计划/、/作业/指导书/、/工艺流程/图/等/。/6/、/具备/良好/的/现场/问题/解决/能力/，/能/独立/处理工艺/、/模具/、/设备/、/质量/等/现场/问题/。/7/、/具备/良好/的/沟通/表达/与/组织协调/能力/，/可/直接/与/客户/进行/技术/对接/与/交流/。/8/、/工作/认真负责/，/执行力/强/，/能/适应/现场/巡视/、/项目/推进/与/质量/改善/工作/。/9/、/有/空调/同轴/管/工艺/开发/经验/、/热/管理/管路/项目/经验者/优先/。/www/./macrodatas/./cn
58315,江苏弗泽瑞金属科技有限公司,岗位职责/1/、/对/产能/进行/负荷/分析/、/合理/调整/生产/计划/；/2/、/提出/资源/需求/；/ERP订单/流程/处理/。/汇总/订单/明细/完成/生产/计划/排序/、/整理/下发/日/生产/计划/并/跟进/记录/以及/汇报工作/事项/；/3/、/生产/现场/巡视/、/解决/生产/过程/中待料/、/退料/、/补料/和/借料/以及/改制/的/问题/，/制定/需求/计划/并/监督/执行/需求/计划/；/4/、/负责/物料/的/跟进/，/物料/到货/的/安排/、/需求/的/制定/和/到货/进度/跟踪/；/5/、/负责/定期/组织/召开/物料/协调会/，/异常/问题/的/处理/，/总结/完成/情况/。/分析/异常/问题/的/发生/并/针对/问题/改善/；/6/、/安全/库存/物料/的/维护/以及/安全/库存/清单/汇总/工作汇报/；/7/、/负责/ERP系统/数据/完整/及/准确性/；/8/、/针对/销售/订单/或/生产/进行/物料/使用/状况/统计/和/分析/；/9/、/领导/安排/的/其他/工作/。/任职/资格/1/、/大专/及/以上/；/2/、/有/1/-/2/生产/计划/制定/工作/经验/；/3/、/能够/较/准确/地/预测/未来/的/变化趋势/，/并/依据/自己/的/判断/做出/准确/、/详细/的/计划/；/4/、/有/极强/的/协调/、/组织/能力/及/学习/能力/。
42212,上海汇众萨克斯减振器有限公司,"岗位职责/：/1/./""/收集/市场/和/客户/信息/，/与/内部/团队/和/领导/沟通/，/协助/制定/销售/计划/并/得到/批准/。/2/./""/负责/新/项目/的/报价/工作/，/参与/内部/报价/流程/，/取得/报价/批准/。/负责/与/客户/的/商务谈判/。/3/./""/参与/已/定点/项目/的/开发/，/生产/准备/的/过程/，/配合/项目/团队/的/内部/沟通/，/协调/。/协助/与/客户/的/商务谈判/，/跟踪/整个/项目/项目/的/进展/。/4/./""/负责/已/投产/项目/的/商务谈判/，/内部/价格/维护/，/跟踪/货款/回收/进展/。/负责/和/客户/解决/逾期/账款/。/5/./""/组织协调/内部/团队/对应/客户/日常/活动/。/包括/客户/日常/问卷/对应/，/客户/来访/安排/等/。/6/./""/负责/内部/各种/文件/制定/，/对应/领导层/要求/的/内部/报告/。/7/./负责/原材料/浮动/补差/及/因为/产量/下降/导致/的/索赔/。/M岗位/要求/：/1/./本科/以上学历/背景/，/工科/背景/优先/考虑/。/2.3/年/以上/汽车/零部件/行业/工作/经验/（/有/大众/、/奔驰/、/宝马/等/项目/经验/优/）/3/./英语/听说读写/流利/。/4/./""/有/很/强/的/责任心/。/能/独立/负责/内部/文件/制作/。/有/很/强/的/沟通/能力/。/能/独立/和/客户/沟通/并/协调/公司/内部/各/部门/工作/。/"""
80551,青岛双鲸药业股份有限公司,岗位职责/：/1/./销售/和/推广/维生素/D产品/2/./拜访/并/提供/产品/知识/培训/给/目标/医院/和/医生/3/./建立/并/维护/良好/的/客户关系/4/./完成/销售/目标/5/./及时/报告/市场/信息/和/竞争对手/动态/任职/要求/：/1/./医药/及/相关/专业/，/统招/大专/及/以上学历/2/./勤奋/踏实/，/学习/能力/强/，/具备/执行力/3/./良好/的/沟通/能力/和/抗压/能力/4/./具备/三甲/医院/儿科/、/儿保科/、/内分泌/、/妇科/、/产科/、/骨科/等/领域/销售/经验/，/有/良好/的/业绩/记录/5/./具备/大/客户/管理/经验/，/专业性/强/职位/福利/：/五险/一金/、/带薪/年/假/、/定期/体检
7238,大连普冷獐子岛冷链物流有限公司,岗位职责/：/1/、/一线/单证/作业/统筹/与/带训/，/负责/核心/单证/的/日常/处理/，/单证/业务/全能手/；/2/、/统/开展/新/员工/入职/带教/与/在/岗/辅导/，/解决/一线/单证/作业/中/的/实操/难题/，/提升/团队/整体/业务/能力/；/3/、/编制/填报/日常/各种/报表/，/按/要求/上报/单证/主管/，/为/客户/管理/优化/提供/基础/数据/支持/；/任职/要求/：/1/、/大专/及/以上学历/，/物流/管理/、/财务管理/、/文秘/等/相关/专业/优先/；/2/、/1/-/2/年/以上/仓储///前置/仓/单证/作业/或/相关/数据处理/经验/，/熟悉/物流/单证/基础/流程/，/会/操作/WMS///ERP系统/者/优先/3/、/练/使用/Excel/（/数据录入/、/基础/统计/）/，/具备/较强/的/细致/度/与/数据/核对/能力/；/沟通/协调/能力/良好/；/4/、/责任心/强/、/执行力/强/、/抗压/能力/强/，/严格遵守/规章制度/，/能/适应/仓内/运营/节奏/（/接受/夜班/）/。/福利待遇/1/、/五险/一金/，/税前/薪金/：/5000/-/6000/元/2/、/月/休/4/天/，/工作餐/；/3/、/带薪/北京///天津/培训/；/上班/地址/：/金州/十三里/地铁站/普洛斯/大连/汽车/产业园/内
43851,杭州东方华康康复医院有限公司,任职/资格/要求/岗位/核心/职责/1/、/负责/公司/全面/预算/管理/，/监控/预算/执行/，/对/超预算/支出/项目/进行/专项/分析/与/管控/。/2/、/按照/集团/确定/的/统一/会计/政策/进行/会计核算/，/确保/每月/财务报表/及时/、/准确/，/同时/符合/企业/会计准则/及/公司/财务制度/的/规定/。/2/、/建立/并/优化/产品/研发/全/生命周期/的/项目化/核算/体系/，/确保/研发/费用/精确/归集/。/3/、/主导/高新技术/企业资质/的/维护/、/研发/费用/加计/扣除/、/政府/科技/项目/补助/的/全程/财务/工作/，/确保/合规/并/*/*/*/化/获得/政策/红利/。/4/、/深入/理解/研发/流程/，/建立/研发/投入产出/分析模型/，/为/项目/立项/、/优先级/排序/、/资源/调配/及/定价/策略/提供/关键/财务数据/支持/。/5/、/完善/公司/各项/内部/控制/流程/，/确保/经营/各/事项/审批/流程/符合/集团/相关/制度/的/要求/。/六/、/任职/资格/要求/（/一/）/必备条件/：/1/、/学历/与/资质/：/统招/本科/及/以上学历/，/财务/、/会计/、/金融/等/相关/专业/，/中级/会计师/职称/；/持有/中国/注册/会计师/（/CPA/）/证书/优先/录取/。/2/./行业/经验/：/具备/8/年/以上/财务管理/工作/经验/，/其中/至少/3/年/以上/在/高新技术/制造业/（/如/机器人/、/高端/装备/、/半导体/、/新能源/汽车/等/）/担任/财务/负责人/或/高级/财务经理/的/经验/。/3/./能/适应/经常/短期/出差/。/（/二/）/核心/能力/：/1/./精通/制造业/成本/管理/：/深刻理解/BOM/、/工费/分摊/、/标准/成本/与/实际成本/差异/分析/、/产研/共线/的/会计/处理/等/。/2/./熟悉/高新/企业/财税/政策/：/精通/研发/费用/核算/、/加计/扣除/、/政府/补助/等/专项/财税/处理/。/3/./出色/的/领导力/与/沟通/能力/：/能/有效/领导/团队/，/并/与/其他/业务部门/高效/协作/。/七/、/我们/为/您/提供/1/./广阔/的/平台/：/作为/公司/核心/管理层/，/直接参与/决定/公司/未来/发展/的/战略决策/。/2/./丰厚/的/回报/：/极具/吸引力/的/薪酬/体系/，/并/提供/股权///期权/激励/，/共享/公司/成长/红利/。/3/./专业/的/团队/：/与/一群/*/*/*/的/技术/专家/和/充满/激情/的/同事/共事/，/共同/挑战/前沿/科技/。/4/./清晰/的/职业/路径/：/公司/处于/高速/发展期/，/此/职位/是/财务/负责人/的/当然/人选/。/5/./完善/的/福利/：/五险/一金/、/带薪/年/假/、/节日/福利/、/培训/发展/机会/等/。/6/./工作/地点/：/浙江/嘉兴/区/7/./工作/单位/：/嘉兴/智康/机器人/有限公司
76923,东方海洋生命科技有限公司,岗位职责/：/1/./协助/完成/实验/方案设计/、/执行/与/数据/记录/，/包括/但/不/限于/：/试剂/配方/调试/、/生物/样本/处理/、/性能/对比/实验/等/。/2/./参与/研发/阶段/的/产品/性能/评估/，/协助/进行/灵敏度/、/特异性/、/精密度/、/线性/范围/等/关键/指标/测试/。/3/./负责/实验/试剂/的/配制/、/校准/品/的/稀释/、/以及/实验/仪器/的/日常/操作/与/维护/。/规范/、/清晰/地/撰写/实验/记录/、/数据/汇总/报告/和/阶段性/技术/报告/。/4/./学习/并/遵守/公司/质量/管理体系/和/研发/相关/的/法规/要求/。/任职/要求/：/1/./生物/技术/、/生物工程/、/医学/检验/、/化学/、/药学/、/生物医学/工程/、/医疗器械/工程/等/相关/专业本科/大三///大四/、/硕士/或/博士/在读/。/2/./能/快速/学习/新/知识/，/在/指导/下能/独立/完成/实验/任务/。
7237,獐子岛集团股份有限公司,任职/要求/：/1/、/安全工程/、/环境工程/或/相关/专业/，/本科/及/以上学历/；/需/持有/安全/管理人员/培训/合格证/，/有/注册/安全/工程师/证书者/优先/；/2/、/五年/以上/中/、/大型/渔业/或/食品/生产/、/加工/企业/安全/管理工作/经验/，/掌握/相关/法律法规/要求/，/熟悉/相关/技术标准/、/规范/，/掌握/安全/管理/知识/；/3/、/诚实/正直/、/原则性/强/、/秉公/尽责/、/严守/法纪/、/积极向上/；/4/、/熟练/操作/办公/软件/。/岗位职责/：/1/、/协助/制定/集团/年度/安全/生产/目标/，/识别/和/获取/适用/的/安全/生产/法律法规/、/标准规范/与/其他/要求/，/并/贯彻/、/落实/。/2/、/协助/集团/安全/生产/委员会/办公室/日常/工作/。/3/、/监督/、/指导/集团/各/单位/安全/管理/，/包括/但/不/限于/环境/管理/、/安全/作业管理/、/职业/健康/管理/、/消防安全/管理/、/事故/管理/、/应急/管理/、/工伤/管理/、/安全/风险管理/和/隐患/排查/治理/、/建设项目/安全/管理/等/。
2572,上海新大洲物流有限公司,工作/职责/：/1/、/负责/店面/日常/销售/接待/，/解决/用户/提出/的/问题/，/促进/销售/。/2/、/负责/摩托车/销售/的/所有/相关/业务/（/开票/、/买/保险/、/缴纳/购置税/、/上/牌/）/等/。/3/、/完成/品牌方/下达/的/新/媒体/计划/。/4/、/完成/领导/交代/的/其他/相关/工作/。/任职/条件/1/、/具有/高中/以上学历/。/2/、/年龄/：/25/-/35/岁/性别/*/*/*/3/、/具备/摩托车/、/汽车/销售类/相关/工作/背景/。/技能/要求/：/1/、/能够/出境/直播/。/2/、/熟练/使用/办公自动化/软件/。/其他/要求/：/1/、/热爱/本职/，/坚持原则/，/遵章守纪/，/保守机密/，/具有/良好/的/职业道德/。/2/、/有/强烈/的/事业心/、/责任感/和/团队/协作/精神/，/服务/意识/强/3/、/具有/较强/的/组织/管理/、/协调/沟通/及/语言表达/能力/4/、/身体健康/。/来源/：/马/克/团/队
2573,上海新大洲物流有限公司,工作/职责/：/1/、/负责/日常/店面/摩托车/维修/事宜/，/积极/完成/部品/销售/计划/；/2/、/按/品牌方/要求/参加/公司/组织/的/培训/，/并/取得/品牌方/的/认证/，/获取/相关/证书/；/3/、/负责/日常/部品/三包/、/协助/销售/完成/事故/车/的/定损/，/以及/定期/统计/部品/缺件/，/确保/店面/正常/运作/。/教育/学历/：/1/、/具有/高中/以上学历/。/2/、/年龄/：/25/-/40/岁/性别/*/*/*/3/、/具备/摩托车/修理/相关/工作/经历/。/4/、/有/摩托车/驾照/的/优先/。
2583,新大洲本田摩托（苏州）有限公司,一/、/招聘/要求/：/1/、/大学本科/及/以上学历/，/电子/、/电气类///机电/、/自动化类/专业/；/2/、/摩托车/行业/&/amp/;/车辆/灯具/行业/5/年/以上/灯具/开发/工作/经历/；/3/、/熟悉/摩托车/电装/品性/能/要求/；/4/、/熟悉/摩托车/电装/部品/研究/和/测试/；/5/、/熟悉/摩托车/相关/国家/法规/。/二/、/岗位职责/：/1/、/负责/灯具/法规/检讨/、/结构设计/、/整车/数据/校核/。/2/、/灯具/图纸/发行/及/管理/；/3/、/市场/问题/解析/与/对应/；/4/、/VA///CR推进/；/5/、/先进/技术/预研/，/A06编写/。
45211,东海证券股份有限公司,岗位职责/:/1/、/协助/进行/公司/模型/风险管理/相关/工作/；/2/、/协助/风险/计量/模型/的/开发/、/验证/、/监控/工作/；/3/、/协助/公司/风险/数据/收集/和/整理/工作/；/4/、/熟悉/证券公司/风险/控制/指标/相关/规定/；/5/、/做好/领导/安排/的/其他/工作/。/任职/要求/:/1/、/为人正直/，/具备/团队/协作/精神/；/2/、/在读/本科/或/研究生/；/3/、/具备/证券/从业/资格/，/熟悉/证券/、/金融市场/；/4/、/具有/较强/的/语言表达/、/沟通/能力/，/具有/较强/的/书面/写作能力/，/能/熟练/运用/各种/办公室/软件/；/5/、/具有/较强/的/工作/责任心/及/敬业精神/，/能/承受/较大/的/工作/压力/。
56315,中煤西安设计工程有限责任公司,【/工作/内容/】/-/负责/煤化工/领域/相关/技术/的/研究/与/开发/，/包括/但/不/限于/化工/材料/、/催化剂/及/新能源/方向/；/-/参与/项目/立项/、/实验设计/、/数据分析/及/成果/总结/，/推动/技术/成果/转化/；/-/协同/团队/进行/技术/攻关/，/撰写/研究/报告/及/专利/文件/；/-/跟踪/国内外/煤化工/技术/发展趋势/，/参与/行业/交流/与/合作/。/【/任职/要求/】/-/博士/研究生/学历/，/化学工程/、/化工/工艺/、/材料科学/等/相关/专业/，/2026/年/应届/毕业生/；/-/具备/扎实/的/化工/理论/基础/，/熟悉/煤化工/、/催化剂/或/新能源/相关/研究/方向/；/-/有/较/强/科研/能力/，/能/独立/开展/实验/和/数据分析/；/-/具备/良好/的/沟通/能力/和/团队/协作/精神/，/有/发表/论文/或/参与/课题/经验者/优先/。/来自/马/-/克/-/数/-/据/-/官网
